"","...1","X","Department","Physical","Bio","Food","Sports.Science","Day","Starting.Time","Ending.Time","Number.of.Credits","Course.Title","Course.Code","Subject.Code","Course","Academic.Year","Location","Lecture.Type","General","Special","Semester.Half","Lecturer in Charge","Lecturing Hours","Time Slot"
"386",1276,1276,"Zoology",0,1,0,0,"Tuesday",13:00:00,15:00:00,2,"Nutrition","ZOO 327 2.0","ZOO","ZOO 327 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,"Dr. K. V. K. Gunathilake",2,"13:00:00 - 15:00:00"
"387",1285,1285,"Zoology",0,1,0,0,"Friday",13:00:00,15:00:00,2,"Molecular Systematics","ZOO 426 2.0","ZOO","ZOO 426 2.0 Molecular Systematics",4,"SLH - Botany","Lecture",0,1,1,"Snr. Prof. B. G. D. N. K. De Silva",2,"13:00:00 - 15:00:00"
"388",1291,1291,"Zoology",0,1,0,0,"Thursday",10:15:00,12:00:00,2,"Tetrapod Biology","ZOO 428 2.0","ZOO","ZOO 428 2.0 Tetrapod Biology",4,"SLH - Botany","Lecture",0,1,1,"Prof. W. A. D. Mahaulpatha",2,"10:15:00 - 12:00:00"
"389",1294,1294,"Zoology",0,1,0,0,"Saturday",08:55:00,12:00:00,2,"Molecular Principles of Human Diseases","ZOO 414 2.0","ZOO","ZOO 414 2.0 Molecular Principles of Human Diseases",4,"SLH - Botany","Lecture",0,1,1,"Prof. L. D. C. Peiris",3,"08:55:00 - 12:00:00"
"390",1297,1297,"Zoology",0,1,0,0,"Tuesday",10:15:00,12:00:00,2,"Bio Intensive Integrated Pest Management","ZOO 425 2.0","ZOO","ZOO 425 2.0 Bio Intensive Integrated Pest Management",4,"SLH - Botany","Lecture",0,1,1,"Dr. A. G. W. U. Perera",2,"10:15:00 - 12:00:00"
"391",1303,1303,"Zoology",0,1,0,0,"Monday",14:00:00,15:00:00,1,"Water Chemistry","ARM 110 1.0","ARM","ARM 110 1.0 Water Chemistry",1,"A1","Lecture",1,0,1,"Prof. S.D.M. Chinthaka",1,"14:00:00 - 15:00:00"
"392",1306,1306,"Zoology",0,1,0,0,"Tuesday",11:10:00,12:00:00,1,"Aquatic Invertebrates","ARM 109 1.0","ARM","ARM 109 1.0 Aquatic Invertebrates",1,"A1","Lecture",1,0,1,"Dr. K. N. M. Wijayathilaka",1,"11:10:00 - 12:00:00"
"393",1309,1309,"Zoology",0,1,0,0,"Wednesday",08:00:00,08:50:00,1,"Aquatic Vegetation","ARM 108 1.0","ARM","ARM 108 1.0 Aquatic Vegetation",1,"A1","Lecture",1,0,1,"Dr. I. U. Kariyawasam",1,"08:00:00 - 08:50:00"
"394",1312,1312,"Zoology",0,1,0,0,"Wednesday",08:55:00,09:45:00,1,"Ecology of Plankton & Benthos","ARM 107 1.0","ARM","ARM 107 1.0 Ecology of Plankton & Benthos",1,"A1","Lecture",1,0,1,"Dr. F. S. Idroos",1,"08:55:00 - 09:45:00"
"395",1318,1318,"Zoology",0,1,0,0,"Monday",08:00:00,08:50:00,1,"Inland Fisheries","ARM 206 1.0","ARM","ARM 206 1.0 Inland Fisheries",2,"M1","Lecture",1,0,1,"Prof. D. C. T. Dissanayake",1,"08:00:00 - 08:50:00"
"396",1319,1319,"Zoology",0,1,0,0,"Monday",08:00:00,08:50:00,1,"Inland Fisheries","ARM 206 1.0","ARM","ARM 206 1.0 Inland Fisheries",2,"M1","Lecture",1,0,1,"Dr. F. S. Idroos",1,"08:00:00 - 08:50:00"
"397",1324,1324,"Zoology",0,1,0,0,"Wednesday",13:00:00,15:00:00,2,"Culture Methods of Finfish & Shellfish","ARM 205 2.0","ARM","ARM 205 2.0 Culture Methods of Finfish & Shellfish",2,"A1","Lecture",1,0,1,"Dr. S. A. M. A. I. K. Senanayake",2,"13:00:00 - 15:00:00"
"398",1327,1327,"Zoology",0,1,0,0,"Friday",08:55:00,09:45:00,1,"Fish Genetics","ARM 207 1.0","ARM","ARM 207 1.0 Fish Genetics",2,"B3","Lecture",1,0,1,"Dr. K. V. K. Gunathilake",1,"08:55:00 - 09:45:00"
"399",1330,1330,"Zoology",0,1,0,0,"Monday",08:00:00,08:50:00,1,"Integrated Watershed Management","ARM 311 1.0","ARM","ARM 311 1.0 Integrated Watershed Management",3,"A1","Lecture",1,1,1,"Dr. S. A. M. A. I. K. Senanayake",1,"08:00:00 - 08:50:00"
"400",1333,1333,"Zoology",0,1,0,0,"Monday",08:55:00,09:45:00,1,"Ecophysiology","ARM 310 1.0","ARM","ARM 310 1.0 Ecophysiology",3,"A1","Lecture",1,1,1,"Dr. F. S. Idroos",1,"08:55:00 - 09:45:00"
"401",1336,1336,"Zoology",0,1,0,0,"Monday",14:00:00,15:00:00,1,"Aquatic Vertebrate Conservation","ARM 312 1.0","ARM","ARM 312 1.0 Aquatic Vertebrate Conservation",3,"F2","Lecture",1,1,1,"Prof. W. A. D. Mahaulpatha",1,"14:00:00 - 15:00:00"
"402",1339,1339,"Zoology",0,1,0,0,"Tuesday",13:00:00,15:00:00,2,"Nutrition","ARM 304 2.0","ARM","ARM 304 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,"Dr. K. V. K. Gunathilake",2,"13:00:00 - 15:00:00"
"403",1342,1342,"Zoology",0,1,0,0,"Thursday",10:15:00,12:00:00,2,"Marine and Coastal Ecology","ARM 309 2.0","ARM","ARM 309 2.0 Marine and Coastal Ecology",3,"F2","Lecture",1,1,1,"Prof. R. R. M. K. P. Ranatunga",2,"10:15:00 - 12:00:00"
"404",1348,1348,"Zoology",0,1,0,0,"Tuesday",13:00:00,14:00:00,1,"Principles of Ecology","BIO 111 1.0","BIO","BIO 111 1.0 Principles of Ecology",1,"A1","Lecture",1,0,1,"Prof. R. R. M. K. P. Ranatunga",1,"13:00:00 - 14:00:00"
"405",1354,1354,"Zoology",0,1,0,0,"Wednesday",13:00:00,15:00:00,2,"Plant Form and Function","BIO 104 2.0","BIO","BIO 104 2.0  Plant Form and Function",1,"A1","Lecture",1,0,1,"Prof. W.T.P.S.K.Senarath",2,"13:00:00 - 15:00:00"
"406",1357,1357,"Zoology",0,1,0,0,"Wednesday",16:00:00,17:45:00,1,"Biological Statistics","BIO 110 1.0","BIO","BIO 110 1.0 Biological Statistics",1,"NFC4","Lecture",1,0,1,"Dr. C. Wickramarachchi",2,"16:00:00 - 17:45:00"
"407",1363,1363,"Zoology",0,1,0,0,"Tuesday",14:00:00,15:00:00,1,"Entomology","BIO 212 1.0","BIO","BIO 212 1.0 Entomology",2,"A1","Lecture",1,0,1,"Dr. A. G. W. U. Perera",1,"14:00:00 - 15:00:00"
"408",1366,1366,"Zoology",0,1,0,0,"Thursday",08:55:00,09:45:00,1,"Developmental Biology","BIO 211 1.0","BIO","BIO 211 1.0 Developmental Biology",2,"A1","Lecture",1,0,1,"Prof. L. D. C. Peiris",1,"08:55:00 - 09:45:00"
"409",1369,1369,"Zoology",0,1,0,0,"Thursday",10:15:00,12:00:00,1,"Environmental Science","BIO 209 1.0","BIO","BIO 209 1.0 Environmental Science",2,"A1","Lecture",1,0,1,"Snr. Prof. M. M. Pathmalal",2,"10:15:00 - 12:00:00"
"410",1372,1372,"Zoology",0,1,0,0,"Friday",10:15:00,12:00:00,2,"Genetics and Molecular Biology","BIO 207 2.0","BIO","BIO 207 2.0 Genetics and Molecular Biology",2,"A1","Lecture",1,0,1,"Dr. H. S. D. Fernando",2,"10:15:00 - 12:00:00"
"411",1375,1375,"Zoology",0,1,0,0,"Friday",13:00:00,14:00:00,1,"Host Microbial Interactions","BIO 210 1.0","BIO","BIO 210 1.0 Host Microbial Interactions",2,"NFC3","Lecture",1,0,1,"Ms. H.T. Mandakini",1,"13:00:00 - 14:00:00"
"412",1378,1378,"Zoology",0,1,0,0,"Monday",11:10:00,12:00:00,1,"Microbial Ecology","BIO 354 1.0","BIO","BIO 354 1.0 Microbial Ecology",3,"A1","Lecture",1,1,1,"Snr. Prof. M. M. Pathmalal",1,"11:10:00 - 12:00:00"
"413",1381,1381,"Zoology",0,1,0,0,"Monday",15:00:00,16:00:00,1,"Immunology","BIO 355 1.0","BIO","BIO 355 1.0 Immunology",3,"A1","Lecture",1,1,1,"Dr. K. V. K. Gunathilake",1,"15:00:00 - 16:00:00"
"414",1384,1384,"Zoology",0,1,0,0,"Tuesday",13:00:00,15:00:00,2,"Nutrition","BIO 308 2.0","BIO","BIO 308 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,"Dr. K. V. K. Gunathilake",2,"13:00:00 - 15:00:00"
"415",1387,1387,"Zoology",0,1,0,0,"Tuesday",16:00:00,17:00:00,1,"Bioinformatics","BIO 345 1.0","BIO","BIO 345 1.0 Bioinformatics",3,"BLT","Lecture",1,1,1,"Dr. I. U. Kariyawasam",1,"16:00:00 - 17:00:00"
"416",1390,1390,"Zoology",0,1,0,0,"Thursday",10:15:00,11:05:00,1,"Bioinformatics","BIO 345 1.0","BIO","BIO 345 1.0 Bioinformatics",3,"BLT","Lecture",1,1,1,"Dr. I. U. Kariyawasam",1,"10:15:00 - 11:05:00"
"417",1399,1399,"Zoology",0,1,0,0,"Monday",08:00:00,09:45:00,1,"Microbial Enzymes in Biotechnology","BIO 428 1.0","BIO","BIO 428 1.0 Microbial Enzymes in Biotechnology",4,"SLH - Botany","Lecture",0,1,1,"Dr. R. Wimalasekara",2,"08:00:00 - 09:45:00"
"418",1402,1402,"Zoology",0,1,0,0,"Monday",13:00:00,15:00:00,2,"Advanced Applied Microbiology","BIO 429 2.0","BIO","BIO 429 2.0 Advanced Applied Microbiology",4,"SLH - Botany","Lecture",0,1,1,"Dr. Anusha Ekanayaka",2,"13:00:00 - 15:00:00"
"419",1405,1405,"Mathematics",1,0,0,0,"Monday",13:00:00,14:00:00,1,"Vector Calculus","MAT 123 1.0","MAT","MAT 123 1.0 Vector Calculus",1,"S1","Lecture",1,0,1,"Mr. G. J. K. Silva",1,"13:00:00 - 14:00:00"
"420",1408,1408,"Mathematics",1,0,0,0,"Wednesday",08:00:00,09:45:00,2,"Linear Algebra I","MAT 121 2.0","MAT","MAT 121 2.0 Linear Algebra I",1,"S1","Lecture",1,0,1,"Dr. Menaka Liyanage",2,"08:00:00 - 09:45:00"
"421",1414,1414,"Mathematics",1,0,0,0,"Thursday",10:15:00,12:00:00,2,"Calculus","MAT 122 2.0","MAT","MAT 122 2.0  Calculus",1,"S1","Lecture",1,0,1,"Dr. R. N. P. De Silva",2,"10:15:00 - 12:00:00"
"422",1417,1417,"Mathematics",1,0,0,0,"Monday",08:00:00,09:45:00,2,"Partial Differential Equations","MAT 222 2.0","MAT","MAT 222 2.0 Partial Differential Equations",2,"S1","Lecture",1,0,1,"Dr. P.G.T.Harshani",2,"08:00:00 - 09:45:00"
"423",1423,1423,"Mathematics",1,0,0,0,"Thursday",08:00:00,09:45:00,2,"Functions of Several Variables","MAT 221 2.0","MAT","MAT 221 2.0 Functions of Several Variables",2,"S1","Lecture",1,0,1,"Dr. R. P. K. De Silva",2,"08:00:00 - 09:45:00"
"424",1424,1424,"Mathematics",1,0,0,0,"Thursday",08:00:00,09:45:00,2,"Functions of Several Variables","MAT 221 2.0","MAT","MAT 221 2.0 Functions of Several Variables",2,"S1","Lecture",1,0,1,"Dr. Prabath Silva",2,"08:00:00 - 09:45:00"
"425",1426,1426,"Mathematics",1,0,0,0,"Friday",08:00:00,08:50:00,1,"Basics of Number Theory","MAT 223 1.0","MAT","MAT 223 1.0 Basics of Number Theory",2,"S1","Lecture",1,0,1,"Dr. Jayantha Senadeera",1,"08:00:00 - 08:50:00"
"426",1432,1432,"Mathematics",1,0,0,0,"Monday",10:15:00,12:00:00,2,"Differential Geometry","MAT 322 2.0","MAT","MAT 322 2.0 Differential Geometry",3,"S1","Lecture",1,0,1,"Dr. Thanuja Paragoda",2,"10:15:00 - 12:00:00"
"427",1435,1435,"Mathematics",1,0,0,0,"Friday",08:00:00,09:45:00,2,"Abstract Algebra","MAT 321 2.0","MAT","MAT 321 2.0 Abstract Algebra",3,"S1","Lecture",1,0,1,"Dr. J. K. Rathnayake",2,"08:00:00 - 09:45:00"
"428",1438,1438,"Mathematics",1,0,0,0,"Friday",13:00:00,15:00:00,1,"Optimization","MAT 323 1.0","MAT","MAT 323 1.0 Optimization",3,"S1","Lecture",1,0,1,"Dr. N. C. Ganegoda",2,"13:00:00 - 15:00:00"
"429",1444,1444,"Mathematics",1,0,0,0,"Monday",08:00:00,09:45:00,3,"Graph Theory","MAT 353 3.0","MAT","MAT 353 3.0 Graph Theory",3,"M2","Lecture",0,1,1,"Dr. G. H. J. Lanel",2,"08:00:00 - 09:45:00"
"430",1447,1447,"Mathematics",1,0,0,0,"Tuesday",08:55:00,12:00:00,2,"Seminar and Report Writing","MAT 380 2.0","MAT","MAT 380 2.0 Seminar and Report Writing",3,"M1","Lecture",0,1,1,"Prof. K. B. M. Fonseka",3,"08:55:00 - 12:00:00"
"431",1450,1450,"Mathematics",1,0,0,0,"Tuesday",13:00:00,16:00:00,3,"Complex Variables","MAT 377 3.0","MAT","MAT 377 3.0 Complex Variables",3,"M1","Lecture",0,1,1,"Dr. B.V.N.C. Vidanage",3,"13:00:00 - 16:00:00"
"432",1453,1453,"Mathematics",1,0,0,0,"Wednesday",08:00:00,09:45:00,3,"Graph Theory","MAT 353 3.0","MAT","MAT 353 3.0 Graph Theory",3,"M2","lecture",0,1,1,"Dr. G. H. J. Lanel",2,"08:00:00 - 09:45:00"
"433",1456,1456,"Mathematics",1,0,0,0,"Wednesday",10:15:00,12:00:00,2,"Topology","MAT 382 2.0","MAT","MAT 382 2.0 Topology",3,"M2","Lecture",0,1,1,"Mr. G. J. K. Silva",2,"10:15:00 - 12:00:00"
"434",1459,1459,"Mathematics",1,0,0,0,"Friday",08:00:00,11:05:00,3,"Ring Theory","MAT 375 3.0","MAT","MAT 375 3.0 Ring Theory",3,"M1","Lecture",0,1,1,"Dr. L. M. Liyanage",3,"08:00:00 - 11:05:00"
"435",1462,1462,"Mathematics",1,0,0,0,"Friday",13:00:00,16:00:00,2,"Seminar and Report Writing","MAT 380 2.0","MAT","MAT 380 2.0 Seminar and Report Writing",3,"M1","Lecture",0,1,1,"Prof. K. B. M. Fonseka",3,"13:00:00 - 16:00:00"
"436",1465,1465,"Mathematics",1,0,0,0,"Monday",10:15:00,12:00:00,3,"Fields and Galois Theory","MAT 451 3.0","MAT","MAT 451 3.0 Fields and Galois Theory",4,"M2","Lecture",0,1,1,"Mr. K. K. W. A. Sarath Kumara",2,"10:15:00 - 12:00:00"
"437",1468,1468,"Mathematics",1,0,0,0,"Monday",13:00:00,15:00:00,2,"Differential Geometry and Manifolds","MAT 484 2.0","MAT","MAT 484 2.0 Differential Geometry and Manifolds",4,"M1","Lecture",0,1,1,"Dr. Prabath Silva",2,"13:00:00 - 15:00:00"
"438",1471,1471,"Mathematics",1,0,0,0,"Tuesday",10:15:00,12:00:00,2,"Combinatorics","MAT 483 2.0","MAT","MAT 483 2.0 Combinatorics",4,"SRL - Mathematics","Lecture",0,1,1,"Dr. Jayantha Senadeera",2,"10:15:00 - 12:00:00"
"439",1474,1474,"Mathematics",1,0,0,0,"Tuesday",13:00:00,15:00:00,3,"Functional Analysis","MAT 476 3.0","MAT","MAT 476 3.0 Functional Analysis",4,"SRL - Mathematics","Lecture",0,1,1,"Dr. Prabath Silva",2,"13:00:00 - 15:00:00"
"440",1477,1477,"Mathematics",1,0,0,0,"Wednesday",08:00:00,09:45:00,2,"Univalent Functions and Conformal Mappings","MAT 485 2.0","MAT","MAT 485 2.0 Univalent Functions and Conformal Mappings",4,"SRL - Mathematics","Lecture",0,1,1,"Dr. B.V.N.C. Vidanage",2,"08:00:00 - 09:45:00"
"441",1480,1480,"Mathematics",1,0,0,0,"Wednesday",10:15:00,12:00:00,2,"Computational Mathematics","MAT 454 2.0","MAT","MAT 454 2.0 Computational Mathematics",4,"SRL - Mathematics","Lecture",0,1,1,"Dr. G. H. J. Lanel",2,"10:15:00 - 12:00:00"
"442",1483,1483,"Mathematics",1,0,0,0,"Thursday",10:15:00,12:00:00,3,"Fields and Galois Theory","MAT 451 3.0","MAT","MAT 451 3.0 Fields and Galois Theory",4,"M2","Lecture",0,1,1,"Mr. K. K. W. A. Sarath Kumara",2,"10:15:00 - 12:00:00"
"443",1486,1486,"Mathematics",1,0,0,0,"Thursday",13:00:00,15:00:00,3,"Functional Analysis","MAT 476 3.0","MAT","MAT 476 3.0 Functional Analysis",4,"SRL - Mathematics","Lecture",0,1,1,"Dr. Prabath Silva",2,"13:00:00 - 15:00:00"
"444",1489,1489,"Mathematics",1,0,0,0,"Friday",10:15:00,12:00:00,2,"Category Theory","MAT 478 2.0","MAT","MAT 478 2.0 Category Theory",4,"SRL - Mathematics","Lecture",0,1,1,"Dr. J. K. Rathnayake",2,"10:15:00 - 12:00:00"
"445",1492,1492,"Mathematics",1,0,0,0,"Tuesday",10:15:00,12:00:00,2,"Classical Mechanics","AMT 121 2.0","AMT","AMT 121 2.0 Classical Mechanics",1,"C2","Lecture",1,0,1,"Mrs. D. S. Rodrigo",2,"10:15:00 - 12:00:00"
"446",1495,1495,"Mathematics",1,0,0,0,"Wednesday",13:00:00,15:00:00,2,"Computational Mathematics","AMT 122 2.0","AMT","AMT 122 2.0 Computational Mathematics",1,"M1","Lecture",1,0,1,"Dr. R. N. P. De Silva",2,"13:00:00 - 15:00:00"
"447",1498,1498,"Mathematics",1,0,0,0,"Thursday",08:55:00,09:45:00,1,"Mathematical Modelling I","AMT 123 1.0","AMT","AMT 123 1.0 Mathematical Modelling I",1,"M1","Lecture",1,0,1,"Prof. R. P. K. C. M. Ranasinghe",1,"08:55:00 - 09:45:00"
"448",1501,1501,"Mathematics",1,0,0,0,"Monday",13:00:00,15:00:00,2,"Fluid Dynamics","AMT 222 2.0","AMT","AMT 222 2.0 Fluid Dynamics",2,"M1","Lecture",1,0,1,"Dr. N. C. Ganegoda",2,"13:00:00 - 15:00:00"
"449",1504,1504,"Mathematics",1,0,0,0,"Tuesday",10:15:00,12:00:00,2,"Mathematical Computing","AMT 221 2.0","AMT","AMT 221 2.0 Mathematical Computing",2,"F2","Lecture",1,0,1,"Ms. T. A. H. Dilpriya",2,"10:15:00 - 12:00:00"
"450",1507,1507,"Mathematics",1,0,0,0,"Friday",10:15:00,11:05:00,1,"Discrete Mathematics","AMT 223 1.0","AMT","AMT 223 1.0 Discrete Mathematics",2,"B3","Lecture",1,0,1,"Dr. R. P. K. De Silva",1,"10:15:00 - 11:05:00"
"451",1510,1510,"Mathematics",1,0,0,0,"Wednesday",10:15:00,12:00:00,2,"Quantum Mechanics","AMT 322 2.0","AMT","AMT 322 2.0 Quantum Mechanics",3,"PLT","Lecture",1,0,1,"Mrs. D. S. Rodrigo",2,"10:15:00 - 12:00:00"
"452",1513,1513,"Mathematics",1,0,0,0,"Thursday",13:00:00,15:00:00,1,"Operations Research I","AMT 323 1.0","AMT","AMT 323 1.0 Operations Research I",3,"PLT","Lecture",1,0,1,"Dr. M. T. M. Perera",2,"13:00:00 - 15:00:00"
"453",1516,1516,"Mathematics",1,0,0,0,"Friday",10:15:00,12:00:00,2,"Regression Analysis","AMT 325 2.0","AMT","AMT 325 2.0 Regression Analysis",3,"M2","Lecture",1,0,1,"Mr. Chammika De Mel",2,"10:15:00 - 12:00:00"
"454",1519,1519,"Mathematics",1,0,0,0,"Tuesday",08:55:00,12:00:00,2,"Seminar and Report Writing","AMT 355 2.0","AMT","AMT 355 2.0 Seminar and Report Writing",3,"M1","Lecture",0,1,1,"Prof. K. B. M. Fonseka",3,"08:55:00 - 12:00:00"
"455",1522,1522,"Mathematics",1,0,0,0,"Tuesday",13:00:00,15:00:00,2,"Data Analysis and Preparation of Reports","AMT 378 2.0","AMT","AMT 378 2.0 Data Analysis and Preparation of Reports",3,"M2","Lecture",0,1,1,"Mr. Jayasooriya",2,"13:00:00 - 15:00:00"
"456",1525,1525,"Mathematics",1,0,0,0,"Wednesday",08:00:00,09:45:00,2,"Statistical Quality Control","AMT 390 2.0","AMT","AMT 390 2.0 Statistical Quality Control",3,"M1","Lecture",0,1,1,"Dr. M. T. M. Perera",2,"08:00:00 - 09:45:00"
"457",1528,1528,"Mathematics",1,0,0,0,"Wednesday",10:15:00,12:00:00,2,"Quantum Mechanics","AMT 322 2.0","AMT","AMT 322 2.0 Quantum Mechanics",3,"PLT","Lecture",0,1,1,"Mrs. D. S. Rodrigo",2,"10:15:00 - 12:00:00"
"458",1531,1531,"Mathematics",1,0,0,0,"Wednesday",13:00:00,15:00:00,2,"Computational Statistics","AMT 377 2.0","AMT","AMT 377 2.0 Computational Statistics",3,"SRL - Mathematics","Lecture",0,1,1,"Dr. C. Wickramarachchi",2,"13:00:00 - 15:00:00"
"459",1532,1532,"Mathematics",1,0,0,0,"Wednesday",13:00:00,15:00:00,2,"Computational Statistics","AMT 377 2.0","AMT","AMT 377 2.0 Computational Statistics",3,"SRL - Mathematics","Lecture",0,1,1,"Mr. Chammika De Mel",2,"13:00:00 - 15:00:00"
"460",1534,1534,"Mathematics",1,0,0,0,"Thursday",10:15:00,12:00:00,2,"Mathematical Modeling II","AMT 321 2.0","AMT","AMT 321 2.0 Mathematical Modeling II",3,"M2","Lecture",0,1,1,"Prof. R. P. K. C. M. Ranasinghe",2,"10:15:00 - 12:00:00"
"461",1537,1537,"Mathematics",1,0,0,0,"Thursday",13:00:00,14:00:00,1,"Operations Research I","AMT 323 1.0","AMT","AMT 323 1.0 Operations Research I",3,"PLT","Lecture",0,1,1,"Dr. M. T. M. Perera",1,"13:00:00 - 14:00:00"
"462",1540,1540,"Mathematics",1,0,0,0,"Thursday",14:00:00,15:00:00,1,"Production Control","AMT 326 1.0","AMT","AMT 326 1.0 Production Control",3,"M1","Lecture",0,1,2,"Dr. M. T. M. Perera",1,"14:00:00 - 15:00:00"
"463",1543,1543,"Mathematics",1,0,0,0,"Friday",10:15:00,12:00:00,2,"Regression Analysis","AMT 325 2.0","AMT","AMT 325 2.0 Regression Analysis",3,"M2","Lecture",0,1,1,"Mr. Chammika De Mel",2,"10:15:00 - 12:00:00"
"464",1546,1546,"Mathematics",1,0,0,0,"Friday",13:00:00,16:00:00,2,"Seminar and Report Writing","AMT 355 2.0","AMT","AMT 355 2.0 Seminar and Report Writing",3,"M1","Lecture",0,1,1,"Prof. K. B. M. Fonseka",3,"13:00:00 - 16:00:00"
"465",1549,1549,"Physics",1,1,0,0,"Monday",14:00:00,16:00:00,2,"Thermodynamics","PHY 108 2.0","PHY","PHY 108 2.0 Thermodynamics",1,"PLT","Lecture",1,0,1,"Prof. A.R. Kumarasinghe",2,"14:00:00 - 16:00:00"
"466",1552,1552,"Physics",1,1,0,0,"Tuesday",10:15:00,12:00:00,2,"Applied Electricity and Basic Electronics","PHY 107 2.0","PHY","PHY 107 2.0 Applied Electricity and Basic Electronics",1,"S1","Lecture",1,0,1,"Mr. C.H. Manathunga",2,"10:15:00 - 12:00:00"
"467",1561,1561,"Physics",1,1,0,0,"Wednesday",16:00:00,17:00:00,2,"Mathematics for Bio Science Students","PHY 102 2.0","PHY","PHY 102 2.0 Mathematics for Bio Science Students",1,"L2","Lecture",1,0,1,"Dr. Gaya Jayakody",1,"16:00:00 - 17:00:00"
"468",1567,1567,"Physics",1,1,0,0,"Thursday",16:00:00,17:00:00,2,"Mathematics for Bio Science Students","PHY 102 2.1","PHY","PHY 102 2.1 Mathematics for Bio Science Students",1,"L2","Lecture",1,0,1,"Dr. Gaya Jayakody",1,"16:00:00 - 17:00:00"
"469",1576,1576,"Physics",1,1,0,0,"Monday",13:00:00,16:00:00,1,"Practicals","PHY 203 1.0","PHY","PHY 203 1.0 Practicals",2,"P","Practicals",1,0,1,"Dr. D.N. Jayawardane",3,"13:00:00 - 16:00:00"
"470",1577,1577,"Physics",1,1,0,0,"Monday",13:00:00,16:00:00,1,"Practicals","PHY 203 1.0","PHY","PHY 203 1.0 Practicals",2,"P","Practicals",1,0,1,"Dr. CR Munasinghe",3,"13:00:00 - 16:00:00"
"471",1579,1579,"Physics",1,1,0,0,"Monday",13:00:00,16:00:00,1,"Practicals","PHY 204 1.0","PHY","PHY 204 1.0 Practicals",2,"P","Practicals",1,0,1,"Mr. R.A.D.D. Dharmasiri",3,"13:00:00 - 16:00:00"
"472",1580,1580,"Physics",1,1,0,0,"Monday",13:00:00,16:00:00,1,"Practicals","PHY 204 1.0","PHY","PHY 204 1.0 Practicals",2,"P","Practicals",1,0,1,"Mr. KS Mannathunga",3,"13:00:00 - 16:00:00"
"473",1585,1585,"Physics",1,1,0,0,"Tuesday",10:15:00,11:05:00,1,"Mathematical Physics I","PHY 206 1.0","PHY","PHY 206 1.0 Mathematical Physics I",2,"PLT","Lecture",1,0,1,"Prof. N.G.S.S. Gamage",1,"10:15:00 - 11:05:00"
"474",1588,1588,"Physics",1,1,0,0,"Tuesday",11:10:00,12:00:00,1,"Special Theory of Relativity","PHY 207 1.0","PHY","PHY 207 1.0 Special Theory of Relativity",2,"PLT","Lecture",1,0,1,"Dr. M.M.P.M. Fernando",1,"11:10:00 - 12:00:00"
"475",1591,1591,"Physics",1,1,0,0,"Wednesday",08:55:00,12:00:00,1,"Practicals","PHY 203 1.0","PHY","PHY 203 1.0 Practicals",2,"P","Practicals",1,0,1,"Dr. D.N. Jayawardane",3,"08:55:00 - 12:00:00"
"476",1592,1592,"Physics",1,1,0,0,"Wednesday",08:55:00,12:00:00,1,"Practicals","PHY 203 1.0","PHY","PHY 203 1.0 Practicals",2,"P","Practicals",1,0,1,"Dr. CR Munasinghe",3,"08:55:00 - 12:00:00"
"477",1594,1594,"Physics",1,1,0,0,"Wednesday",08:55:00,12:00:00,1,"Practicals","PHY 204 1.0","PHY","PHY 204 1.0 Practicals",2,"P","Practicals",1,0,1,"Mr. R.A.D.D. Dharmasiri",3,"08:55:00 - 12:00:00"
"478",1595,1595,"Physics",1,1,0,0,"Wednesday",08:55:00,12:00:00,1,"Practicals","PHY 204 1.0","PHY","PHY 204 1.0 Practicals",2,"P","Practicals",1,0,1,"Mr. KS Mannathunga",3,"08:55:00 - 12:00:00"
"479",1597,1597,"Physics",1,1,0,0,"Wednesday",13:00:00,16:00:00,1,"Practicals","PHY 203 1.0","PHY","PHY 203 1.0 Practicals",2,"P","Practicals",1,0,1,"Dr. D.N. Jayawardane",3,"13:00:00 - 16:00:00"
"480",1598,1598,"Physics",1,1,0,0,"Wednesday",13:00:00,16:00:00,1,"Practicals","PHY 203 1.0","PHY","PHY 203 1.0 Practicals",2,"P","Practicals",1,0,1,"Dr. CR Munasinghe",3,"13:00:00 - 16:00:00"
"481",1600,1600,"Physics",1,1,0,0,"Wednesday",13:00:00,16:00:00,1,"Practicals","PHY 204 1.0","PHY","PHY 204 1.0 Practicals",2,"P","Practicals",1,0,1,"Mr. R.A.D.D. Dharmasiri",3,"13:00:00 - 16:00:00"
"482",1601,1601,"Physics",1,1,0,0,"Wednesday",13:00:00,16:00:00,1,"Practicals","PHY 204 1.0","PHY","PHY 204 1.0 Practicals",2,"P","Practicals",1,0,1,"Mr. KS Mannathunga",3,"13:00:00 - 16:00:00"
"483",1603,1603,"Physics",1,1,0,0,"Thursday",10:15:00,11:05:00,1,"Atomic & Nuclear Physics","PHY 208 1.0","PHY","PHY 208 1.0 Atomic & Nuclear Physics",2,"PLT","Lecture",1,0,1,"Dr. MLC Attygalle",1,"10:15:00 - 11:05:00"
"484",1606,1606,"Physics",1,1,0,0,"Thursday",11:10:00,12:00:00,1,"Statistical Physics I","PHY 205 1.0","PHY","PHY 205 1.0 Statistical Physics I",2,"PLT","Lecture",1,0,1,"Dr. W.W.P. De Silva",1,"11:10:00 - 12:00:00"
