"","Location","Day","TimeSlot","Availability","AvailabilityDescription"
"1846","SP - Forestry","Wednesday","08:00 - 08:50",0,"Available"
"1847","SP - Forestry","Wednesday","08:55 - 09:45",0,"Available"
"1848","SP - Forestry","Wednesday","10:15 - 11:05",1,"Not Available"
"1849","SP - Forestry","Wednesday","11:10 - 12:00",1,"Not Available"
"1850","SP - Forestry","Wednesday","13:00 - 14:00",1,"Not Available"
"1851","SP - Forestry","Wednesday","14:00 - 15:00",1,"Not Available"
"1852","SP - Forestry","Wednesday","15:00 - 16:00",0,"Available"
"1853","SP - Forestry","Wednesday","16:00 - 17:00",0,"Available"
"1854","SP - Forestry","Wednesday","17:00 - 17:45",0,"Available"
"1855","SP - Forestry","Thursday","08:00 - 08:50",1,"Not Available"
"1856","SP - Forestry","Thursday","08:55 - 09:45",1,"Not Available"
"1857","SP - Forestry","Thursday","10:15 - 11:05",1,"Not Available"
"1858","SP - Forestry","Thursday","11:10 - 12:00",1,"Not Available"
"1859","SP - Forestry","Thursday","13:00 - 14:00",1,"Not Available"
"1860","SP - Forestry","Thursday","14:00 - 15:00",1,"Not Available"
"1861","SP - Forestry","Thursday","15:00 - 16:00",0,"Available"
"1862","SP - Forestry","Thursday","16:00 - 17:00",0,"Available"
"1863","SP - Forestry","Thursday","17:00 - 17:45",0,"Available"
"1864","SP - Forestry","Friday","08:00 - 08:50",0,"Available"
"1865","SP - Forestry","Friday","08:55 - 09:45",0,"Available"
"1866","SP - Forestry","Friday","10:15 - 11:05",0,"Available"
"1867","SP - Forestry","Friday","11:10 - 12:00",0,"Available"
"1868","SP - Forestry","Friday","13:00 - 14:00",0,"Available"
"1869","SP - Forestry","Friday","14:00 - 15:00",0,"Available"
"1870","SP - Forestry","Friday","15:00 - 16:00",0,"Available"
"1871","SP - Forestry","Friday","16:00 - 17:00",0,"Available"
"1872","SP - Forestry","Friday","17:00 - 17:45",0,"Available"
"1873","SP - Forestry","Saturday","08:00 - 08:50",0,"Available"
"1874","SP - Forestry","Saturday","08:55 - 09:45",0,"Available"
"1875","SP - Forestry","Saturday","10:15 - 11:05",0,"Available"
"1876","SP - Forestry","Saturday","11:10 - 12:00",0,"Available"
"1877","SP - Forestry","Saturday","13:00 - 14:00",0,"Available"
"1878","SP - Forestry","Saturday","14:00 - 15:00",0,"Available"
"1879","SP - Forestry","Saturday","15:00 - 16:00",0,"Available"
"1880","SP - Forestry","Saturday","16:00 - 17:00",0,"Available"
"1881","SP - Forestry","Saturday","17:00 - 17:45",0,"Available"
"1882","SP - Forestry","Sunday","08:00 - 08:50",0,"Available"
"1883","SP - Forestry","Sunday","08:55 - 09:45",0,"Available"
"1884","SP - Forestry","Sunday","10:15 - 11:05",0,"Available"
"1885","SP - Forestry","Sunday","11:10 - 12:00",0,"Available"
"1886","SP - Forestry","Sunday","13:00 - 14:00",0,"Available"
"1887","SP - Forestry","Sunday","14:00 - 15:00",0,"Available"
"1888","SP - Forestry","Sunday","15:00 - 16:00",0,"Available"
"1889","SP - Forestry","Sunday","16:00 - 17:00",0,"Available"
"1890","SP - Forestry","Sunday","17:00 - 17:45",0,"Available"
"1891","SRL - Mathematics","Monday","08:00 - 08:50",0,"Available"
"1892","SRL - Mathematics","Monday","08:55 - 09:45",0,"Available"
"1893","SRL - Mathematics","Monday","10:15 - 11:05",0,"Available"
"1894","SRL - Mathematics","Monday","11:10 - 12:00",0,"Available"
"1895","SRL - Mathematics","Monday","13:00 - 14:00",0,"Available"
"1896","SRL - Mathematics","Monday","14:00 - 15:00",0,"Available"
"1897","SRL - Mathematics","Monday","15:00 - 16:00",0,"Available"
"1898","SRL - Mathematics","Monday","16:00 - 17:00",0,"Available"
"1899","SRL - Mathematics","Monday","17:00 - 17:45",0,"Available"
"1900","SRL - Mathematics","Tuesday","08:00 - 08:50",0,"Available"
"1901","SRL - Mathematics","Tuesday","08:55 - 09:45",0,"Available"
"1902","SRL - Mathematics","Tuesday","10:15 - 11:05",1,"Not Available"
"1903","SRL - Mathematics","Tuesday","11:10 - 12:00",1,"Not Available"
"1904","SRL - Mathematics","Tuesday","13:00 - 14:00",1,"Not Available"
"1905","SRL - Mathematics","Tuesday","14:00 - 15:00",1,"Not Available"
"1906","SRL - Mathematics","Tuesday","15:00 - 16:00",0,"Available"
"1907","SRL - Mathematics","Tuesday","16:00 - 17:00",0,"Available"
"1908","SRL - Mathematics","Tuesday","17:00 - 17:45",0,"Available"
"1909","SRL - Mathematics","Wednesday","08:00 - 08:50",1,"Not Available"
"1910","SRL - Mathematics","Wednesday","08:55 - 09:45",1,"Not Available"
"1911","SRL - Mathematics","Wednesday","10:15 - 11:05",1,"Not Available"
"1912","SRL - Mathematics","Wednesday","11:10 - 12:00",1,"Not Available"
"1913","SRL - Mathematics","Wednesday","13:00 - 14:00",1,"Not Available"
"1914","SRL - Mathematics","Wednesday","14:00 - 15:00",1,"Not Available"
"1915","SRL - Mathematics","Wednesday","15:00 - 16:00",0,"Available"
"1916","SRL - Mathematics","Wednesday","16:00 - 17:00",0,"Available"
"1917","SRL - Mathematics","Wednesday","17:00 - 17:45",0,"Available"
"1918","SRL - Mathematics","Thursday","08:00 - 08:50",0,"Available"
"1919","SRL - Mathematics","Thursday","08:55 - 09:45",0,"Available"
"1920","SRL - Mathematics","Thursday","10:15 - 11:05",0,"Available"
"1921","SRL - Mathematics","Thursday","11:10 - 12:00",0,"Available"
"1922","SRL - Mathematics","Thursday","13:00 - 14:00",1,"Not Available"
"1923","SRL - Mathematics","Thursday","14:00 - 15:00",1,"Not Available"
"1924","SRL - Mathematics","Thursday","15:00 - 16:00",0,"Available"
"1925","SRL - Mathematics","Thursday","16:00 - 17:00",0,"Available"
"1926","SRL - Mathematics","Thursday","17:00 - 17:45",0,"Available"
"1927","SRL - Mathematics","Friday","08:00 - 08:50",0,"Available"
"1928","SRL - Mathematics","Friday","08:55 - 09:45",0,"Available"
"1929","SRL - Mathematics","Friday","10:15 - 11:05",1,"Not Available"
"1930","SRL - Mathematics","Friday","11:10 - 12:00",1,"Not Available"
"1931","SRL - Mathematics","Friday","13:00 - 14:00",0,"Available"
"1932","SRL - Mathematics","Friday","14:00 - 15:00",0,"Available"
"1933","SRL - Mathematics","Friday","15:00 - 16:00",0,"Available"
"1934","SRL - Mathematics","Friday","16:00 - 17:00",0,"Available"
"1935","SRL - Mathematics","Friday","17:00 - 17:45",0,"Available"
"1936","SRL - Mathematics","Saturday","08:00 - 08:50",0,"Available"
"1937","SRL - Mathematics","Saturday","08:55 - 09:45",0,"Available"
"1938","SRL - Mathematics","Saturday","10:15 - 11:05",0,"Available"
"1939","SRL - Mathematics","Saturday","11:10 - 12:00",0,"Available"
"1940","SRL - Mathematics","Saturday","13:00 - 14:00",0,"Available"
"1941","SRL - Mathematics","Saturday","14:00 - 15:00",0,"Available"
"1942","SRL - Mathematics","Saturday","15:00 - 16:00",0,"Available"
"1943","SRL - Mathematics","Saturday","16:00 - 17:00",0,"Available"
"1944","SRL - Mathematics","Saturday","17:00 - 17:45",0,"Available"
"1945","SRL - Mathematics","Sunday","08:00 - 08:50",0,"Available"
"1946","SRL - Mathematics","Sunday","08:55 - 09:45",0,"Available"
"1947","SRL - Mathematics","Sunday","10:15 - 11:05",0,"Available"
"1948","SRL - Mathematics","Sunday","11:10 - 12:00",0,"Available"
"1949","SRL - Mathematics","Sunday","13:00 - 14:00",0,"Available"
"1950","SRL - Mathematics","Sunday","14:00 - 15:00",0,"Available"
"1951","SRL - Mathematics","Sunday","15:00 - 16:00",0,"Available"
"1952","SRL - Mathematics","Sunday","16:00 - 17:00",0,"Available"
"1953","SRL - Mathematics","Sunday","17:00 - 17:45",0,"Available"
"1954","Stat Lab","Monday","08:00 - 08:50",1,"Not Available"
"1955","Stat Lab","Monday","08:55 - 09:45",1,"Not Available"
"1956","Stat Lab","Monday","10:15 - 11:05",1,"Not Available"
"1957","Stat Lab","Monday","11:10 - 12:00",1,"Not Available"
"1958","Stat Lab","Monday","13:00 - 14:00",1,"Not Available"
"1959","Stat Lab","Monday","14:00 - 15:00",1,"Not Available"
"1960","Stat Lab","Monday","15:00 - 16:00",1,"Not Available"
"1961","Stat Lab","Monday","16:00 - 17:00",1,"Not Available"
"1962","Stat Lab","Monday","17:00 - 17:45",0,"Available"
"1963","Stat Lab","Tuesday","08:00 - 08:50",0,"Available"
"1964","Stat Lab","Tuesday","08:55 - 09:45",0,"Available"
"1965","Stat Lab","Tuesday","10:15 - 11:05",1,"Not Available"
"1966","Stat Lab","Tuesday","11:10 - 12:00",1,"Not Available"
"1967","Stat Lab","Tuesday","13:00 - 14:00",1,"Not Available"
"1968","Stat Lab","Tuesday","14:00 - 15:00",1,"Not Available"
"1969","Stat Lab","Tuesday","15:00 - 16:00",0,"Available"
"1970","Stat Lab","Tuesday","16:00 - 17:00",0,"Available"
"1971","Stat Lab","Tuesday","17:00 - 17:45",0,"Available"
"1972","Stat Lab","Wednesday","08:00 - 08:50",0,"Available"
"1973","Stat Lab","Wednesday","08:55 - 09:45",0,"Available"
"1974","Stat Lab","Wednesday","10:15 - 11:05",1,"Not Available"
"1975","Stat Lab","Wednesday","11:10 - 12:00",1,"Not Available"
"1976","Stat Lab","Wednesday","13:00 - 14:00",1,"Not Available"
"1977","Stat Lab","Wednesday","14:00 - 15:00",1,"Not Available"
"1978","Stat Lab","Wednesday","15:00 - 16:00",0,"Available"
"1979","Stat Lab","Wednesday","16:00 - 17:00",0,"Available"
"1980","Stat Lab","Wednesday","17:00 - 17:45",0,"Available"
"1981","Stat Lab","Thursday","08:00 - 08:50",1,"Not Available"
"1982","Stat Lab","Thursday","08:55 - 09:45",1,"Not Available"
"1983","Stat Lab","Thursday","10:15 - 11:05",0,"Available"
"1984","Stat Lab","Thursday","11:10 - 12:00",0,"Available"
"1985","Stat Lab","Thursday","13:00 - 14:00",0,"Available"
"1986","Stat Lab","Thursday","14:00 - 15:00",0,"Available"
"1987","Stat Lab","Thursday","15:00 - 16:00",0,"Available"
"1988","Stat Lab","Thursday","16:00 - 17:00",0,"Available"
"1989","Stat Lab","Thursday","17:00 - 17:45",0,"Available"
"1990","Stat Lab","Friday","08:00 - 08:50",0,"Available"
"1991","Stat Lab","Friday","08:55 - 09:45",0,"Available"
"1992","Stat Lab","Friday","10:15 - 11:05",1,"Not Available"
"1993","Stat Lab","Friday","11:10 - 12:00",1,"Not Available"
"1994","Stat Lab","Friday","13:00 - 14:00",1,"Not Available"
"1995","Stat Lab","Friday","14:00 - 15:00",1,"Not Available"
"1996","Stat Lab","Friday","15:00 - 16:00",0,"Available"
"1997","Stat Lab","Friday","16:00 - 17:00",0,"Available"
"1998","Stat Lab","Friday","17:00 - 17:45",0,"Available"
"1999","Stat Lab","Saturday","08:00 - 08:50",0,"Available"
"2000","Stat Lab","Saturday","08:55 - 09:45",0,"Available"
"2001","Stat Lab","Saturday","10:15 - 11:05",0,"Available"
"2002","Stat Lab","Saturday","11:10 - 12:00",0,"Available"
"2003","Stat Lab","Saturday","13:00 - 14:00",0,"Available"
"2004","Stat Lab","Saturday","14:00 - 15:00",0,"Available"
"2005","Stat Lab","Saturday","15:00 - 16:00",0,"Available"
"2006","Stat Lab","Saturday","16:00 - 17:00",0,"Available"
"2007","Stat Lab","Saturday","17:00 - 17:45",0,"Available"
"2008","Stat Lab","Sunday","08:00 - 08:50",0,"Available"
"2009","Stat Lab","Sunday","08:55 - 09:45",0,"Available"
"2010","Stat Lab","Sunday","10:15 - 11:05",0,"Available"
"2011","Stat Lab","Sunday","11:10 - 12:00",0,"Available"
"2012","Stat Lab","Sunday","13:00 - 14:00",0,"Available"
"2013","Stat Lab","Sunday","14:00 - 15:00",0,"Available"
"2014","Stat Lab","Sunday","15:00 - 16:00",0,"Available"
"2015","Stat Lab","Sunday","16:00 - 17:00",0,"Available"
"2016","Stat Lab","Sunday","17:00 - 17:45",0,"Available"
"2017","Stat Lab2","Monday","08:00 - 08:50",0,"Available"
"2018","Stat Lab2","Monday","08:55 - 09:45",0,"Available"
"2019","Stat Lab2","Monday","10:15 - 11:05",0,"Available"
"2020","Stat Lab2","Monday","11:10 - 12:00",0,"Available"
"2021","Stat Lab2","Monday","13:00 - 14:00",0,"Available"
"2022","Stat Lab2","Monday","14:00 - 15:00",0,"Available"
"2023","Stat Lab2","Monday","15:00 - 16:00",0,"Available"
"2024","Stat Lab2","Monday","16:00 - 17:00",0,"Available"
"2025","Stat Lab2","Monday","17:00 - 17:45",0,"Available"
"2026","Stat Lab2","Tuesday","08:00 - 08:50",0,"Available"
"2027","Stat Lab2","Tuesday","08:55 - 09:45",0,"Available"
"2028","Stat Lab2","Tuesday","10:15 - 11:05",0,"Available"
"2029","Stat Lab2","Tuesday","11:10 - 12:00",0,"Available"
"2030","Stat Lab2","Tuesday","13:00 - 14:00",1,"Not Available"
"2031","Stat Lab2","Tuesday","14:00 - 15:00",1,"Not Available"
"2032","Stat Lab2","Tuesday","15:00 - 16:00",0,"Available"
"2033","Stat Lab2","Tuesday","16:00 - 17:00",0,"Available"
"2034","Stat Lab2","Tuesday","17:00 - 17:45",0,"Available"
"2035","Stat Lab2","Wednesday","08:00 - 08:50",0,"Available"
"2036","Stat Lab2","Wednesday","08:55 - 09:45",0,"Available"
"2037","Stat Lab2","Wednesday","10:15 - 11:05",0,"Available"
"2038","Stat Lab2","Wednesday","11:10 - 12:00",0,"Available"
"2039","Stat Lab2","Wednesday","13:00 - 14:00",0,"Available"
"2040","Stat Lab2","Wednesday","14:00 - 15:00",0,"Available"
"2041","Stat Lab2","Wednesday","15:00 - 16:00",0,"Available"
"2042","Stat Lab2","Wednesday","16:00 - 17:00",0,"Available"
"2043","Stat Lab2","Wednesday","17:00 - 17:45",0,"Available"
"2044","Stat Lab2","Thursday","08:00 - 08:50",1,"Not Available"
"2045","Stat Lab2","Thursday","08:55 - 09:45",1,"Not Available"
"2046","Stat Lab2","Thursday","10:15 - 11:05",1,"Not Available"
"2047","Stat Lab2","Thursday","11:10 - 12:00",1,"Not Available"
"2048","Stat Lab2","Thursday","13:00 - 14:00",0,"Available"
"2049","Stat Lab2","Thursday","14:00 - 15:00",0,"Available"
"2050","Stat Lab2","Thursday","15:00 - 16:00",0,"Available"
"2051","Stat Lab2","Thursday","16:00 - 17:00",0,"Available"
"2052","Stat Lab2","Thursday","17:00 - 17:45",0,"Available"
"2053","Stat Lab2","Friday","08:00 - 08:50",0,"Available"
"2054","Stat Lab2","Friday","08:55 - 09:45",0,"Available"
"2055","Stat Lab2","Friday","10:15 - 11:05",0,"Available"
"2056","Stat Lab2","Friday","11:10 - 12:00",0,"Available"
"2057","Stat Lab2","Friday","13:00 - 14:00",0,"Available"
"2058","Stat Lab2","Friday","14:00 - 15:00",0,"Available"
"2059","Stat Lab2","Friday","15:00 - 16:00",0,"Available"
"2060","Stat Lab2","Friday","16:00 - 17:00",0,"Available"
"2061","Stat Lab2","Friday","17:00 - 17:45",0,"Available"
"2062","Stat Lab2","Saturday","08:00 - 08:50",0,"Available"
"2063","Stat Lab2","Saturday","08:55 - 09:45",0,"Available"
"2064","Stat Lab2","Saturday","10:15 - 11:05",0,"Available"
"2065","Stat Lab2","Saturday","11:10 - 12:00",0,"Available"
"2066","Stat Lab2","Saturday","13:00 - 14:00",0,"Available"
"2067","Stat Lab2","Saturday","14:00 - 15:00",0,"Available"
"2068","Stat Lab2","Saturday","15:00 - 16:00",0,"Available"
"2069","Stat Lab2","Saturday","16:00 - 17:00",0,"Available"
"2070","Stat Lab2","Saturday","17:00 - 17:45",0,"Available"
"2071","Stat Lab2","Sunday","08:00 - 08:50",0,"Available"
"2072","Stat Lab2","Sunday","08:55 - 09:45",0,"Available"
"2073","Stat Lab2","Sunday","10:15 - 11:05",0,"Available"
"2074","Stat Lab2","Sunday","11:10 - 12:00",0,"Available"
"2075","Stat Lab2","Sunday","13:00 - 14:00",0,"Available"
"2076","Stat Lab2","Sunday","14:00 - 15:00",0,"Available"
"2077","Stat Lab2","Sunday","15:00 - 16:00",0,"Available"
"2078","Stat Lab2","Sunday","16:00 - 17:00",0,"Available"
"2079","Stat Lab2","Sunday","17:00 - 17:45",0,"Available"
"2080","UDG Lab","Monday","08:00 - 08:50",0,"Available"
"2081","UDG Lab","Monday","08:55 - 09:45",0,"Available"
"2082","UDG Lab","Monday","10:15 - 11:05",0,"Available"
"2083","UDG Lab","Monday","11:10 - 12:00",0,"Available"
"2084","UDG Lab","Monday","13:00 - 14:00",0,"Available"
"2085","UDG Lab","Monday","14:00 - 15:00",0,"Available"
"2086","UDG Lab","Monday","15:00 - 16:00",0,"Available"
"2087","UDG Lab","Monday","16:00 - 17:00",0,"Available"
"2088","UDG Lab","Monday","17:00 - 17:45",0,"Available"
"2089","UDG Lab","Tuesday","08:00 - 08:50",0,"Available"
"2090","UDG Lab","Tuesday","08:55 - 09:45",0,"Available"
"2091","UDG Lab","Tuesday","10:15 - 11:05",0,"Available"
"2092","UDG Lab","Tuesday","11:10 - 12:00",0,"Available"
"2093","UDG Lab","Tuesday","13:00 - 14:00",1,"Not Available"
"2094","UDG Lab","Tuesday","14:00 - 15:00",1,"Not Available"
"2095","UDG Lab","Tuesday","15:00 - 16:00",1,"Not Available"
"2096","UDG Lab","Tuesday","16:00 - 17:00",0,"Available"
"2097","UDG Lab","Tuesday","17:00 - 17:45",0,"Available"
"2098","UDG Lab","Wednesday","08:00 - 08:50",0,"Available"
"2099","UDG Lab","Wednesday","08:55 - 09:45",0,"Available"
"2100","UDG Lab","Wednesday","10:15 - 11:05",0,"Available"
"2101","UDG Lab","Wednesday","11:10 - 12:00",0,"Available"
"2102","UDG Lab","Wednesday","13:00 - 14:00",0,"Available"
"2103","UDG Lab","Wednesday","14:00 - 15:00",0,"Available"
"2104","UDG Lab","Wednesday","15:00 - 16:00",0,"Available"
"2105","UDG Lab","Wednesday","16:00 - 17:00",1,"Not Available"
"2106","UDG Lab","Wednesday","17:00 - 17:45",0,"Available"
"2107","UDG Lab","Thursday","08:00 - 08:50",0,"Available"
"2108","UDG Lab","Thursday","08:55 - 09:45",0,"Available"
"2109","UDG Lab","Thursday","10:15 - 11:05",0,"Available"
"2110","UDG Lab","Thursday","11:10 - 12:00",0,"Available"
"2111","UDG Lab","Thursday","13:00 - 14:00",0,"Available"
"2112","UDG Lab","Thursday","14:00 - 15:00",0,"Available"
"2113","UDG Lab","Thursday","15:00 - 16:00",0,"Available"
"2114","UDG Lab","Thursday","16:00 - 17:00",0,"Available"
"2115","UDG Lab","Thursday","17:00 - 17:45",0,"Available"
"2116","UDG Lab","Friday","08:00 - 08:50",0,"Available"
"2117","UDG Lab","Friday","08:55 - 09:45",0,"Available"
"2118","UDG Lab","Friday","10:15 - 11:05",0,"Available"
"2119","UDG Lab","Friday","11:10 - 12:00",0,"Available"
"2120","UDG Lab","Friday","13:00 - 14:00",0,"Available"
"2121","UDG Lab","Friday","14:00 - 15:00",0,"Available"
"2122","UDG Lab","Friday","15:00 - 16:00",0,"Available"
"2123","UDG Lab","Friday","16:00 - 17:00",0,"Available"
"2124","UDG Lab","Friday","17:00 - 17:45",0,"Available"
"2125","UDG Lab","Saturday","08:00 - 08:50",0,"Available"
"2126","UDG Lab","Saturday","08:55 - 09:45",0,"Available"
"2127","UDG Lab","Saturday","10:15 - 11:05",0,"Available"
"2128","UDG Lab","Saturday","11:10 - 12:00",0,"Available"
"2129","UDG Lab","Saturday","13:00 - 14:00",0,"Available"
"2130","UDG Lab","Saturday","14:00 - 15:00",0,"Available"
"2131","UDG Lab","Saturday","15:00 - 16:00",0,"Available"
"2132","UDG Lab","Saturday","16:00 - 17:00",0,"Available"
"2133","UDG Lab","Saturday","17:00 - 17:45",0,"Available"
"2134","UDG Lab","Sunday","08:00 - 08:50",0,"Available"
"2135","UDG Lab","Sunday","08:55 - 09:45",0,"Available"
"2136","UDG Lab","Sunday","10:15 - 11:05",0,"Available"
"2137","UDG Lab","Sunday","11:10 - 12:00",0,"Available"
"2138","UDG Lab","Sunday","13:00 - 14:00",0,"Available"
"2139","UDG Lab","Sunday","14:00 - 15:00",0,"Available"
"2140","UDG Lab","Sunday","15:00 - 16:00",0,"Available"
"2141","UDG Lab","Sunday","16:00 - 17:00",0,"Available"
"2142","UDG Lab","Sunday","17:00 - 17:45",0,"Available"
